,model,step,example_id,pass1,benchmark_id,model_pref,correct,count,step_group_end
2718,cwm-baseline-60,60,pylint-dev__pylint-4970,0.0,swebench-verified,cwm-baseline,0,1,
2719,cwm-baseline-60,60,sphinx-doc__sphinx-9698,1.0,swebench-verified,cwm-baseline,1,1,
2720,cwm-baseline-60,60,django__django-13837,0.0,swebench-verified,cwm-baseline,0,1,
2721,cwm-baseline-60,60,matplotlib__matplotlib-25332,0.0,swebench-verified,cwm-baseline,0,1,
2722,cwm-baseline-60,60,django__django-11815,0.0,swebench-verified,cwm-baseline,0,1,
2723,cwm-baseline-60,60,django__django-13343,1.0,swebench-verified,cwm-baseline,1,1,
2724,cwm-baseline-60,60,django__django-14765,1.0,swebench-verified,cwm-baseline,1,1,
2725,cwm-baseline-60,60,sphinx-doc__sphinx-8621,1.0,swebench-verified,cwm-baseline,1,1,
2726,cwm-baseline-60,60,sphinx-doc__sphinx-7985,0.0,swebench-verified,cwm-baseline,0,1,
2727,cwm-baseline-60,60,astropy__astropy-14598,0.0,swebench-verified,cwm-baseline,0,1,
2728,cwm-baseline-60,60,pytest-dev__pytest-6197,0.0,swebench-verified,cwm-baseline,0,1,
2729,cwm-baseline-60,60,astropy__astropy-8707,0.0,swebench-verified,cwm-baseline,0,1,
2730,cwm-baseline-60,60,django__django-15104,1.0,swebench-verified,cwm-baseline,1,1,
2731,cwm-baseline-60,60,matplotlib__matplotlib-13989,1.0,swebench-verified,cwm-baseline,1,1,
2732,cwm-baseline-60,60,scikit-learn__scikit-learn-13135,1.0,swebench-verified,cwm-baseline,1,1,
2733,cwm-baseline-60,60,django__django-15916,0.0,swebench-verified,cwm-baseline,0,1,
2734,cwm-baseline-60,60,django__django-15368,1.0,swebench-verified,cwm-baseline,1,1,
2735,cwm-baseline-60,60,django__django-13012,1.0,swebench-verified,cwm-baseline,1,1,
2736,cwm-baseline-60,60,scikit-learn__scikit-learn-26323,1.0,swebench-verified,cwm-baseline,1,1,
2737,cwm-baseline-60,60,psf__requests-2931,0.0,swebench-verified,cwm-baseline,0,1,
2738,cwm-baseline-60,60,django__django-11885,0.0,swebench-verified,cwm-baseline,0,1,
2739,cwm-baseline-60,60,sphinx-doc__sphinx-9258,0.0,swebench-verified,cwm-baseline,0,1,
2740,cwm-baseline-60,60,django__django-11333,0.0,swebench-verified,cwm-baseline,0,1,
2741,cwm-baseline-60,60,scikit-learn__scikit-learn-14053,1.0,swebench-verified,cwm-baseline,1,1,
2742,cwm-baseline-60,60,django__django-13195,0.0,swebench-verified,cwm-baseline,0,1,
2743,cwm-baseline-60,60,sympy__sympy-23262,1.0,swebench-verified,cwm-baseline,1,1,
2744,cwm-baseline-60,60,django__django-15930,1.0,swebench-verified,cwm-baseline,1,1,
2745,cwm-baseline-60,60,sympy__sympy-23950,1.0,swebench-verified,cwm-baseline,1,1,
2746,cwm-baseline-60,60,sympy__sympy-13091,0.0,swebench-verified,cwm-baseline,0,1,
2747,cwm-baseline-60,60,matplotlib__matplotlib-20859,1.0,swebench-verified,cwm-baseline,1,1,
2748,cwm-baseline-60,60,sympy__sympy-17139,0.0,swebench-verified,cwm-baseline,0,1,
2749,cwm-baseline-60,60,matplotlib__matplotlib-26113,1.0,swebench-verified,cwm-baseline,1,1,
2750,cwm-baseline-60,60,sphinx-doc__sphinx-8269,1.0,swebench-verified,cwm-baseline,1,1,
2751,cwm-baseline-60,60,django__django-13670,1.0,swebench-verified,cwm-baseline,1,1,
2752,cwm-baseline-60,60,django__django-13809,1.0,swebench-verified,cwm-baseline,1,1,
2753,cwm-baseline-60,60,astropy__astropy-14995,1.0,swebench-verified,cwm-baseline,1,1,
2754,cwm-baseline-60,60,django__django-12276,1.0,swebench-verified,cwm-baseline,1,1,
2755,cwm-baseline-60,60,django__django-16454,0.0,swebench-verified,cwm-baseline,0,1,
2756,cwm-baseline-60,60,django__django-10914,1.0,swebench-verified,cwm-baseline,1,1,
2757,cwm-baseline-60,60,pydata__xarray-7233,1.0,swebench-verified,cwm-baseline,1,1,
2758,cwm-baseline-60,60,sympy__sympy-15875,1.0,swebench-verified,cwm-baseline,1,1,
2759,cwm-baseline-60,60,django__django-13512,0.0,swebench-verified,cwm-baseline,0,1,
2760,cwm-baseline-60,60,sphinx-doc__sphinx-11445,1.0,swebench-verified,cwm-baseline,1,1,
2761,cwm-baseline-60,60,sympy__sympy-16450,1.0,swebench-verified,cwm-baseline,1,1,
2762,cwm-baseline-60,60,django__django-10880,1.0,swebench-verified,cwm-baseline,1,1,
2763,cwm-baseline-60,60,sympy__sympy-12489,0.0,swebench-verified,cwm-baseline,0,1,
2764,cwm-baseline-60,60,pytest-dev__pytest-7490,0.0,swebench-verified,cwm-baseline,0,1,
2765,cwm-baseline-60,60,django__django-14140,0.0,swebench-verified,cwm-baseline,0,1,
2766,cwm-baseline-60,60,django__django-15127,0.0,swebench-verified,cwm-baseline,0,1,
2767,cwm-baseline-60,60,django__django-16136,0.0,swebench-verified,cwm-baseline,0,1,
2768,cwm-baseline-60,60,psf__requests-1724,0.0,swebench-verified,cwm-baseline,0,1,
2769,cwm-baseline-60,60,django__django-14404,0.0,swebench-verified,cwm-baseline,0,1,
2770,cwm-baseline-60,60,django__django-13158,0.0,swebench-verified,cwm-baseline,0,1,
2771,cwm-baseline-60,60,django__django-10554,0.0,swebench-verified,cwm-baseline,0,1,
2772,cwm-baseline-60,60,sympy__sympy-18211,0.0,swebench-verified,cwm-baseline,0,1,
2773,cwm-baseline-60,60,pylint-dev__pylint-7080,0.0,swebench-verified,cwm-baseline,0,1,
2774,cwm-baseline-60,60,sphinx-doc__sphinx-9281,1.0,swebench-verified,cwm-baseline,1,1,
2775,cwm-baseline-60,60,matplotlib__matplotlib-24026,1.0,swebench-verified,cwm-baseline,1,1,
2776,cwm-baseline-60,60,django__django-12663,0.0,swebench-verified,cwm-baseline,0,1,
2777,cwm-baseline-60,60,django__django-11292,1.0,swebench-verified,cwm-baseline,1,1,
2778,cwm-baseline-60,60,django__django-12273,0.0,swebench-verified,cwm-baseline,0,1,
2779,cwm-baseline-60,60,django__django-13279,1.0,swebench-verified,cwm-baseline,1,1,
2780,cwm-baseline-60,60,sphinx-doc__sphinx-8595,0.0,swebench-verified,cwm-baseline,0,1,
2781,cwm-baseline-60,60,django__django-12858,0.0,swebench-verified,cwm-baseline,0,1,
2782,cwm-baseline-60,60,django__django-12209,1.0,swebench-verified,cwm-baseline,1,1,
2783,cwm-baseline-60,60,pytest-dev__pytest-7521,0.0,swebench-verified,cwm-baseline,0,1,
2784,cwm-baseline-60,60,matplotlib__matplotlib-24637,1.0,swebench-verified,cwm-baseline,1,1,
2785,cwm-baseline-60,60,django__django-13028,0.0,swebench-verified,cwm-baseline,0,1,
2786,cwm-baseline-60,60,scikit-learn__scikit-learn-14496,1.0,swebench-verified,cwm-baseline,1,1,
2787,cwm-baseline-60,60,django__django-15554,0.0,swebench-verified,cwm-baseline,0,1,
2788,cwm-baseline-60,60,django__django-14631,0.0,swebench-verified,cwm-baseline,0,1,
2789,cwm-baseline-60,60,django__django-13551,0.0,swebench-verified,cwm-baseline,0,1,
2790,cwm-baseline-60,60,sphinx-doc__sphinx-8721,1.0,swebench-verified,cwm-baseline,1,1,
2791,cwm-baseline-60,60,sympy__sympy-21596,0.0,swebench-verified,cwm-baseline,0,1,
2792,cwm-baseline-60,60,django__django-14122,0.0,swebench-verified,cwm-baseline,0,1,
2793,cwm-baseline-60,60,django__django-15382,1.0,swebench-verified,cwm-baseline,1,1,
2794,cwm-baseline-60,60,pytest-dev__pytest-7571,1.0,swebench-verified,cwm-baseline,1,1,
2795,cwm-baseline-60,60,sympy__sympy-15349,0.0,swebench-verified,cwm-baseline,0,1,
2796,cwm-baseline-60,60,scikit-learn__scikit-learn-25931,1.0,swebench-verified,cwm-baseline,1,1,
2797,cwm-baseline-60,60,sphinx-doc__sphinx-9320,1.0,swebench-verified,cwm-baseline,1,1,
2798,cwm-baseline-60,60,sympy__sympy-22456,0.0,swebench-verified,cwm-baseline,0,1,
2799,cwm-baseline-60,60,sympy__sympy-13852,0.0,swebench-verified,cwm-baseline,0,1,
2800,cwm-baseline-60,60,django__django-11138,0.0,swebench-verified,cwm-baseline,0,1,
2801,cwm-baseline-60,60,django__django-12754,0.0,swebench-verified,cwm-baseline,0,1,
2802,cwm-baseline-60,60,django__django-13023,0.0,swebench-verified,cwm-baseline,0,1,
2803,cwm-baseline-60,60,django__django-15252,0.0,swebench-verified,cwm-baseline,0,1,
2804,cwm-baseline-60,60,django__django-17029,1.0,swebench-verified,cwm-baseline,1,1,
2805,cwm-baseline-60,60,scikit-learn__scikit-learn-14983,1.0,swebench-verified,cwm-baseline,1,1,
2806,cwm-baseline-60,60,django__django-12125,1.0,swebench-verified,cwm-baseline,1,1,
2807,cwm-baseline-60,60,django__django-16560,0.0,swebench-verified,cwm-baseline,0,1,
2808,cwm-baseline-60,60,sympy__sympy-20438,0.0,swebench-verified,cwm-baseline,0,1,
2809,cwm-baseline-60,60,django__django-13033,0.0,swebench-verified,cwm-baseline,0,1,
2810,cwm-baseline-60,60,django__django-14434,0.0,swebench-verified,cwm-baseline,0,1,
2811,cwm-baseline-60,60,pylint-dev__pylint-6528,0.0,swebench-verified,cwm-baseline,0,1,
2812,cwm-baseline-60,60,django__django-11880,1.0,swebench-verified,cwm-baseline,1,1,
2813,cwm-baseline-60,60,django__django-11149,0.0,swebench-verified,cwm-baseline,0,1,
2814,cwm-baseline-60,60,django__django-14999,1.0,swebench-verified,cwm-baseline,1,1,
2815,cwm-baseline-60,60,django__django-14792,0.0,swebench-verified,cwm-baseline,0,1,
2816,cwm-baseline-60,60,sympy__sympy-24213,1.0,swebench-verified,cwm-baseline,1,1,
2817,cwm-baseline-60,60,django__django-14915,1.0,swebench-verified,cwm-baseline,1,1,
2818,cwm-baseline-60,60,sphinx-doc__sphinx-7748,0.0,swebench-verified,cwm-baseline,0,1,
2819,cwm-baseline-60,60,pytest-dev__pytest-5840,0.0,swebench-verified,cwm-baseline,0,1,
2820,cwm-baseline-60,60,django__django-16502,0.0,swebench-verified,cwm-baseline,0,1,
2821,cwm-baseline-60,60,scikit-learn__scikit-learn-13496,1.0,swebench-verified,cwm-baseline,1,1,
2822,cwm-baseline-60,60,matplotlib__matplotlib-22871,0.0,swebench-verified,cwm-baseline,0,1,
2823,cwm-baseline-60,60,astropy__astropy-7336,1.0,swebench-verified,cwm-baseline,1,1,
2824,cwm-baseline-60,60,django__django-15161,1.0,swebench-verified,cwm-baseline,1,1,
2825,cwm-baseline-60,60,django__django-12304,1.0,swebench-verified,cwm-baseline,1,1,
2826,cwm-baseline-60,60,django__django-11551,1.0,swebench-verified,cwm-baseline,1,1,
2827,cwm-baseline-60,60,django__django-15499,1.0,swebench-verified,cwm-baseline,1,1,
2828,cwm-baseline-60,60,django__django-14238,1.0,swebench-verified,cwm-baseline,1,1,
2829,cwm-baseline-60,60,matplotlib__matplotlib-25122,1.0,swebench-verified,cwm-baseline,1,1,
2830,cwm-baseline-60,60,pydata__xarray-4966,1.0,swebench-verified,cwm-baseline,1,1,
2831,cwm-baseline-60,60,matplotlib__matplotlib-25311,0.0,swebench-verified,cwm-baseline,0,1,
2832,cwm-baseline-60,60,sympy__sympy-24661,0.0,swebench-verified,cwm-baseline,0,1,
2833,cwm-baseline-60,60,pydata__xarray-4687,0.0,swebench-verified,cwm-baseline,0,1,
2834,cwm-baseline-60,60,django__django-15957,0.0,swebench-verified,cwm-baseline,0,1,
2835,cwm-baseline-60,60,matplotlib__matplotlib-24627,1.0,swebench-verified,cwm-baseline,1,1,
2836,cwm-baseline-60,60,pydata__xarray-3993,0.0,swebench-verified,cwm-baseline,0,1,
2837,cwm-baseline-60,60,matplotlib__matplotlib-24970,0.0,swebench-verified,cwm-baseline,0,1,
2838,cwm-baseline-60,60,sympy__sympy-20801,1.0,swebench-verified,cwm-baseline,1,1,
2839,cwm-baseline-60,60,pylint-dev__pylint-4551,0.0,swebench-verified,cwm-baseline,0,1,
2840,cwm-baseline-60,60,pydata__xarray-3305,1.0,swebench-verified,cwm-baseline,1,1,
2841,cwm-baseline-60,60,django__django-13401,1.0,swebench-verified,cwm-baseline,1,1,
2842,cwm-baseline-60,60,django__django-13128,0.0,swebench-verified,cwm-baseline,0,1,
2843,cwm-baseline-60,60,sphinx-doc__sphinx-7757,0.0,swebench-verified,cwm-baseline,0,1,
2844,cwm-baseline-60,60,django__django-14500,1.0,swebench-verified,cwm-baseline,1,1,
2845,cwm-baseline-60,60,django__django-11951,1.0,swebench-verified,cwm-baseline,1,1,
2846,cwm-baseline-60,60,django__django-12155,1.0,swebench-verified,cwm-baseline,1,1,
2847,cwm-baseline-60,60,django__django-16667,0.0,swebench-verified,cwm-baseline,0,1,
2848,cwm-baseline-60,60,django__django-14855,1.0,swebench-verified,cwm-baseline,1,1,
2849,cwm-baseline-60,60,django__django-11603,1.0,swebench-verified,cwm-baseline,1,1,
2850,cwm-baseline-60,60,django__django-11740,1.0,swebench-verified,cwm-baseline,1,1,
2851,cwm-baseline-60,60,django__django-11141,0.0,swebench-verified,cwm-baseline,0,1,
2852,cwm-baseline-60,60,django__django-16256,0.0,swebench-verified,cwm-baseline,0,1,
2853,cwm-baseline-60,60,astropy__astropy-14096,0.0,swebench-verified,cwm-baseline,0,1,
2854,cwm-baseline-60,60,astropy__astropy-13033,0.0,swebench-verified,cwm-baseline,0,1,
2855,cwm-baseline-60,60,django__django-16938,0.0,swebench-verified,cwm-baseline,0,1,
2856,cwm-baseline-60,60,matplotlib__matplotlib-24177,0.0,swebench-verified,cwm-baseline,0,1,
2857,cwm-baseline-60,60,sphinx-doc__sphinx-8120,1.0,swebench-verified,cwm-baseline,1,1,
2858,cwm-baseline-60,60,pydata__xarray-6938,0.0,swebench-verified,cwm-baseline,0,1,
2859,cwm-baseline-60,60,django__django-16631,0.0,swebench-verified,cwm-baseline,0,1,
2860,cwm-baseline-60,60,django__django-16082,1.0,swebench-verified,cwm-baseline,1,1,
2861,cwm-baseline-60,60,django__django-15098,0.0,swebench-verified,cwm-baseline,0,1,
2862,cwm-baseline-60,60,django__django-12965,0.0,swebench-verified,cwm-baseline,0,1,
2863,cwm-baseline-60,60,sphinx-doc__sphinx-10323,1.0,swebench-verified,cwm-baseline,1,1,
2864,cwm-baseline-60,60,django__django-14007,0.0,swebench-verified,cwm-baseline,0,1,
2865,cwm-baseline-60,60,sympy__sympy-19783,0.0,swebench-verified,cwm-baseline,0,1,
2866,cwm-baseline-60,60,django__django-13449,0.0,swebench-verified,cwm-baseline,0,1,
2867,cwm-baseline-60,60,pydata__xarray-6992,0.0,swebench-verified,cwm-baseline,0,1,
2868,cwm-baseline-60,60,sphinx-doc__sphinx-8548,0.0,swebench-verified,cwm-baseline,0,1,
2869,cwm-baseline-60,60,sympy__sympy-12481,1.0,swebench-verified,cwm-baseline,1,1,
2870,cwm-baseline-60,60,pylint-dev__pylint-8898,0.0,swebench-verified,cwm-baseline,0,1,
2871,cwm-baseline-60,60,django__django-15278,1.0,swebench-verified,cwm-baseline,1,1,
2872,cwm-baseline-60,60,pydata__xarray-6599,0.0,swebench-verified,cwm-baseline,0,1,
2873,cwm-baseline-60,60,django__django-14725,0.0,swebench-verified,cwm-baseline,0,1,
2874,cwm-baseline-60,60,matplotlib__matplotlib-25479,0.0,swebench-verified,cwm-baseline,0,1,
2875,cwm-baseline-60,60,pytest-dev__pytest-7236,1.0,swebench-verified,cwm-baseline,1,1,
2876,cwm-baseline-60,60,django__django-14608,1.0,swebench-verified,cwm-baseline,1,1,
2877,cwm-baseline-60,60,django__django-13109,1.0,swebench-verified,cwm-baseline,1,1,
2878,cwm-baseline-60,60,matplotlib__matplotlib-25775,1.0,swebench-verified,cwm-baseline,1,1,
2879,cwm-baseline-60,60,django__django-15973,0.0,swebench-verified,cwm-baseline,0,1,
2880,cwm-baseline-60,60,django__django-16661,0.0,swebench-verified,cwm-baseline,0,1,
2881,cwm-baseline-60,60,astropy__astropy-13453,0.0,swebench-verified,cwm-baseline,0,1,
2882,cwm-baseline-60,60,django__django-15569,1.0,swebench-verified,cwm-baseline,1,1,
2883,cwm-baseline-60,60,django__django-15695,0.0,swebench-verified,cwm-baseline,0,1,
2884,cwm-baseline-60,60,matplotlib__matplotlib-23476,0.0,swebench-verified,cwm-baseline,0,1,
2885,cwm-baseline-60,60,django__django-14580,1.0,swebench-verified,cwm-baseline,1,1,
2886,cwm-baseline-60,60,django__django-15572,1.0,swebench-verified,cwm-baseline,1,1,
2887,cwm-baseline-60,60,matplotlib__matplotlib-25960,0.0,swebench-verified,cwm-baseline,0,1,
2888,cwm-baseline-60,60,django__django-17084,1.0,swebench-verified,cwm-baseline,1,1,
2889,cwm-baseline-60,60,django__django-16642,0.0,swebench-verified,cwm-baseline,0,1,
2890,cwm-baseline-60,60,sphinx-doc__sphinx-9230,0.0,swebench-verified,cwm-baseline,0,1,
2891,cwm-baseline-60,60,astropy__astropy-13398,0.0,swebench-verified,cwm-baseline,0,1,
2892,cwm-baseline-60,60,sphinx-doc__sphinx-8551,0.0,swebench-verified,cwm-baseline,0,1,
2893,cwm-baseline-60,60,astropy__astropy-14539,1.0,swebench-verified,cwm-baseline,1,1,
2894,cwm-baseline-60,60,sphinx-doc__sphinx-7454,0.0,swebench-verified,cwm-baseline,0,1,
2895,cwm-baseline-60,60,sphinx-doc__sphinx-9461,0.0,swebench-verified,cwm-baseline,0,1,
2896,cwm-baseline-60,60,matplotlib__matplotlib-26291,1.0,swebench-verified,cwm-baseline,1,1,
2897,cwm-baseline-60,60,django__django-14034,0.0,swebench-verified,cwm-baseline,0,1,
2898,cwm-baseline-60,60,django__django-15280,0.0,swebench-verified,cwm-baseline,0,1,
2899,cwm-baseline-60,60,django__django-11179,0.0,swebench-verified,cwm-baseline,0,1,
2900,cwm-baseline-60,60,sympy__sympy-19495,0.0,swebench-verified,cwm-baseline,0,1,
2901,cwm-baseline-60,60,sphinx-doc__sphinx-10435,0.0,swebench-verified,cwm-baseline,0,1,
2902,cwm-baseline-60,60,django__django-14170,0.0,swebench-verified,cwm-baseline,0,1,
2903,cwm-baseline-60,60,sympy__sympy-18698,0.0,swebench-verified,cwm-baseline,0,1,
2904,cwm-baseline-60,60,django__django-16485,1.0,swebench-verified,cwm-baseline,1,1,
2905,cwm-baseline-60,60,django__django-13417,0.0,swebench-verified,cwm-baseline,0,1,
2906,cwm-baseline-60,60,django__django-15732,0.0,swebench-verified,cwm-baseline,0,1,
2907,cwm-baseline-60,60,django__django-13569,1.0,swebench-verified,cwm-baseline,1,1,
2908,cwm-baseline-60,60,matplotlib__matplotlib-25287,1.0,swebench-verified,cwm-baseline,1,1,
2909,cwm-baseline-60,60,sphinx-doc__sphinx-8593,1.0,swebench-verified,cwm-baseline,1,1,
2910,cwm-baseline-60,60,matplotlib__matplotlib-23299,0.0,swebench-verified,cwm-baseline,0,1,
2911,cwm-baseline-60,60,sympy__sympy-14248,0.0,swebench-verified,cwm-baseline,0,1,
2912,cwm-baseline-60,60,sympy__sympy-13615,0.0,swebench-verified,cwm-baseline,0,1,
2913,cwm-baseline-60,60,matplotlib__matplotlib-21568,0.0,swebench-verified,cwm-baseline,0,1,
2914,cwm-baseline-60,60,sympy__sympy-16792,1.0,swebench-verified,cwm-baseline,1,1,
2915,cwm-baseline-60,60,matplotlib__matplotlib-20826,0.0,swebench-verified,cwm-baseline,0,1,
2916,cwm-baseline-60,60,django__django-11299,1.0,swebench-verified,cwm-baseline,1,1,
2917,cwm-baseline-60,60,sphinx-doc__sphinx-10449,0.0,swebench-verified,cwm-baseline,0,1,
2918,cwm-baseline-60,60,django__django-15629,0.0,swebench-verified,cwm-baseline,0,1,
2919,cwm-baseline-60,60,pydata__xarray-7229,0.0,swebench-verified,cwm-baseline,0,1,
2920,cwm-baseline-60,60,django__django-11400,0.0,swebench-verified,cwm-baseline,0,1,
2921,cwm-baseline-60,60,django__django-12708,1.0,swebench-verified,cwm-baseline,1,1,
2922,cwm-baseline-60,60,django__django-16263,0.0,swebench-verified,cwm-baseline,0,1,
2923,cwm-baseline-60,60,django__django-13344,0.0,swebench-verified,cwm-baseline,0,1,
2924,cwm-baseline-60,60,sphinx-doc__sphinx-9229,0.0,swebench-verified,cwm-baseline,0,1,
2925,cwm-baseline-60,60,django__django-13513,0.0,swebench-verified,cwm-baseline,0,1,
2926,cwm-baseline-60,60,sphinx-doc__sphinx-11510,0.0,swebench-verified,cwm-baseline,0,1,
2927,cwm-baseline-60,60,matplotlib__matplotlib-24870,0.0,swebench-verified,cwm-baseline,0,1,
2928,cwm-baseline-60,60,django__django-13112,1.0,swebench-verified,cwm-baseline,1,1,
2929,cwm-baseline-60,60,astropy__astropy-14369,0.0,swebench-verified,cwm-baseline,0,1,
2930,cwm-baseline-60,60,django__django-15814,0.0,swebench-verified,cwm-baseline,0,1,
2931,cwm-baseline-60,60,matplotlib__matplotlib-24149,1.0,swebench-verified,cwm-baseline,1,1,
2932,cwm-baseline-60,60,sympy__sympy-17630,0.0,swebench-verified,cwm-baseline,0,1,
2933,cwm-baseline-60,60,pydata__xarray-6721,0.0,swebench-verified,cwm-baseline,0,1,
2934,cwm-baseline-60,60,django__django-12262,1.0,swebench-verified,cwm-baseline,1,1,
2935,cwm-baseline-60,60,pytest-dev__pytest-6202,1.0,swebench-verified,cwm-baseline,1,1,
2936,cwm-baseline-60,60,django__django-15525,1.0,swebench-verified,cwm-baseline,1,1,
2937,cwm-baseline-60,60,pytest-dev__pytest-7432,0.0,swebench-verified,cwm-baseline,0,1,
2938,cwm-baseline-60,60,matplotlib__matplotlib-24570,0.0,swebench-verified,cwm-baseline,0,1,
2939,cwm-baseline-60,60,pydata__xarray-6744,0.0,swebench-verified,cwm-baseline,0,1,
2940,cwm-baseline-60,60,django__django-12143,1.0,swebench-verified,cwm-baseline,1,1,
2941,cwm-baseline-60,60,matplotlib__matplotlib-26466,0.0,swebench-verified,cwm-baseline,0,1,
2942,cwm-baseline-60,60,django__django-16315,0.0,swebench-verified,cwm-baseline,0,1,
2943,cwm-baseline-60,60,django__django-12308,1.0,swebench-verified,cwm-baseline,1,1,
2944,cwm-baseline-60,60,pydata__xarray-4695,0.0,swebench-verified,cwm-baseline,0,1,
2945,cwm-baseline-60,60,matplotlib__matplotlib-20488,0.0,swebench-verified,cwm-baseline,0,1,
2946,cwm-baseline-60,60,django__django-13363,1.0,swebench-verified,cwm-baseline,1,1,
2947,cwm-baseline-60,60,django__django-15503,0.0,swebench-verified,cwm-baseline,0,1,
2948,cwm-baseline-60,60,astropy__astropy-13579,1.0,swebench-verified,cwm-baseline,1,1,
2949,cwm-baseline-60,60,sympy__sympy-21379,1.0,swebench-verified,cwm-baseline,1,1,
2950,cwm-baseline-60,60,matplotlib__matplotlib-26342,1.0,swebench-verified,cwm-baseline,1,1,
2951,cwm-baseline-60,60,scikit-learn__scikit-learn-9288,0.0,swebench-verified,cwm-baseline,0,1,
2952,cwm-baseline-60,60,sphinx-doc__sphinx-7910,1.0,swebench-verified,cwm-baseline,1,1,
2953,cwm-baseline-60,60,django__django-16612,1.0,swebench-verified,cwm-baseline,1,1,
2954,cwm-baseline-60,60,pytest-dev__pytest-10356,0.0,swebench-verified,cwm-baseline,0,1,
2955,cwm-baseline-60,60,sympy__sympy-12419,0.0,swebench-verified,cwm-baseline,0,1,
2956,cwm-baseline-60,60,django__django-14351,0.0,swebench-verified,cwm-baseline,0,1,
2957,cwm-baseline-60,60,sympy__sympy-16886,1.0,swebench-verified,cwm-baseline,1,1,
2958,cwm-baseline-60,60,django__django-15563,0.0,swebench-verified,cwm-baseline,0,1,
2959,cwm-baseline-60,60,sympy__sympy-13757,0.0,swebench-verified,cwm-baseline,0,1,
2960,cwm-baseline-60,60,django__django-13807,0.0,swebench-verified,cwm-baseline,0,1,
2961,cwm-baseline-60,60,sympy__sympy-22080,0.0,swebench-verified,cwm-baseline,0,1,
2962,cwm-baseline-60,60,sympy__sympy-13647,1.0,swebench-verified,cwm-baseline,1,1,
2963,cwm-baseline-60,60,django__django-13315,0.0,swebench-verified,cwm-baseline,0,1,
2964,cwm-baseline-60,60,django__django-13820,1.0,swebench-verified,cwm-baseline,1,1,
2965,cwm-baseline-60,60,sympy__sympy-13551,0.0,swebench-verified,cwm-baseline,0,1,
2966,cwm-baseline-60,60,pydata__xarray-7393,1.0,swebench-verified,cwm-baseline,1,1,
2967,cwm-baseline-60,60,scikit-learn__scikit-learn-25973,1.0,swebench-verified,cwm-baseline,1,1,
2968,cwm-baseline-60,60,sphinx-doc__sphinx-9591,0.0,swebench-verified,cwm-baseline,0,1,
2969,cwm-baseline-60,60,pydata__xarray-4356,1.0,swebench-verified,cwm-baseline,1,1,
2970,cwm-baseline-60,60,django__django-15851,1.0,swebench-verified,cwm-baseline,1,1,
2971,cwm-baseline-60,60,sympy__sympy-14531,1.0,swebench-verified,cwm-baseline,1,1,
2972,cwm-baseline-60,60,pydata__xarray-3095,1.0,swebench-verified,cwm-baseline,1,1,
2973,cwm-baseline-60,60,django__django-11532,0.0,swebench-verified,cwm-baseline,0,1,
2974,cwm-baseline-60,60,django__django-11211,0.0,swebench-verified,cwm-baseline,0,1,
2975,cwm-baseline-60,60,django__django-11433,0.0,swebench-verified,cwm-baseline,0,1,
2976,cwm-baseline-60,60,django__django-13568,0.0,swebench-verified,cwm-baseline,0,1,
2977,cwm-baseline-60,60,matplotlib__matplotlib-26208,0.0,swebench-verified,cwm-baseline,0,1,
2978,cwm-baseline-60,60,sympy__sympy-22714,0.0,swebench-verified,cwm-baseline,0,1,
2979,cwm-baseline-60,60,sympy__sympy-13878,0.0,swebench-verified,cwm-baseline,0,1,
2980,cwm-baseline-60,60,psf__requests-1766,0.0,swebench-verified,cwm-baseline,0,1,
2981,cwm-baseline-60,60,django__django-11239,0.0,swebench-verified,cwm-baseline,0,1,
2982,cwm-baseline-60,60,django__django-10097,0.0,swebench-verified,cwm-baseline,0,1,
2983,cwm-baseline-60,60,sphinx-doc__sphinx-7440,1.0,swebench-verified,cwm-baseline,1,1,
2984,cwm-baseline-60,60,sympy__sympy-14976,0.0,swebench-verified,cwm-baseline,0,1,
2985,cwm-baseline-60,60,sphinx-doc__sphinx-8056,0.0,swebench-verified,cwm-baseline,0,1,
2986,cwm-baseline-60,60,astropy__astropy-12907,1.0,swebench-verified,cwm-baseline,1,1,
2987,cwm-baseline-60,60,mwaskom__seaborn-3069,0.0,swebench-verified,cwm-baseline,0,1,
2988,cwm-baseline-60,60,pydata__xarray-4094,0.0,swebench-verified,cwm-baseline,0,1,
2989,cwm-baseline-60,60,sympy__sympy-23413,0.0,swebench-verified,cwm-baseline,0,1,
2990,cwm-baseline-60,60,django__django-16116,0.0,swebench-verified,cwm-baseline,0,1,
2991,cwm-baseline-60,60,django__django-16950,0.0,swebench-verified,cwm-baseline,0,1,
2992,cwm-baseline-60,60,sphinx-doc__sphinx-8035,0.0,swebench-verified,cwm-baseline,0,1,
2993,cwm-baseline-60,60,django__django-14539,1.0,swebench-verified,cwm-baseline,1,1,
2994,cwm-baseline-60,60,django__django-13406,1.0,swebench-verified,cwm-baseline,1,1,
2995,cwm-baseline-60,60,django__django-11555,0.0,swebench-verified,cwm-baseline,0,1,
2996,cwm-baseline-60,60,django__django-15375,0.0,swebench-verified,cwm-baseline,0,1,
2997,cwm-baseline-60,60,django__django-11206,0.0,swebench-verified,cwm-baseline,0,1,
2998,cwm-baseline-60,60,sympy__sympy-15345,0.0,swebench-verified,cwm-baseline,0,1,
2999,cwm-baseline-60,60,sphinx-doc__sphinx-7462,0.0,swebench-verified,cwm-baseline,0,1,
